player1,player2,time,league_id
['1.06'],"['Njoku, David', '1.07']",1589679193,57859
"['1.05', '1.08', '2.05']",['1.02'],1589587582,57859
"['Bridgewater, Teddy']",['1.11'],1589555646,57859
"['2.03', '2021 Round 1', '2021 Round 1']","['1.08', '1.09']",1589429525,57859
"['2.09', '2021 Round 1']",['1.08'],1589210535,57859
"['Fournette, Leonard', 'Kittle, George']","['1.03', '1.10', '2.03', '2021 Round 1', '2021 Round 3']",1588777079,57859
"['2021 Round 2', '2021 Round 2']",['2021 Round 1'],1597266657,13090
"['Smith-Schuster, JuJu']",['2021 Round 1'],1595564951,13090
"['2021 Round 5', '2021 Round 5']",['5.05'],1594348168,13090
['5.01'],['2021 Round 4'],1594300281,13090
"['4.07', '2021 Round 4']","['Peppers, Jabrill', '5.07', '5.08']",1594151583,13090
"['4.03', '2021 Round 2']",['2021 Round 2'],1594148170,13090
"['2021 Round 3', '2021 Round 3', '2021 Round 5']","['3.07', '5.12', '2021 Round 4']",1593694508,13090
"['Thielen, Adam']","['2.09', '2021 Round 2']",1593475628,13090
"['2.08', '2021 Round 5']","['5.01', '2021 Round 2']",1593460664,13090
"['2.05', '2021 Round 4']","['Brown, Malcolm', '2.07']",1593432292,13090
"['Carr, Derek', '2.01']",['1.10'],1593301654,13090
"['Hunt, Kareem', '1.03', '1.12']","['Thielen, Adam', '1.02']",1593187157,13090
"['4.01', '4.12']",['2021 Round 3'],1592526799,13090
"['1.08', '1.09']","['1.04', '2021 Round 2']",1592015685,13090
"['2.12', '3.08']",['2021 Round 2'],1591648933,13090
['4.03'],"['4.07', '2021 Round 4']",1591496536,13090
"['1.06', '2.03', '2021 Round 2']","['Drake, Kenyan']",1590224160,13090
['2021 Round 4'],['4.03'],1589901982,13090
"['1.11', '3.03']","['2.01', '2.06']",1589484506,13090
"['Jones, Aaron']",['1.06'],1589343208,13090
"['Mixon, Joe', '2.01', '3.08', '2021 Round 1', '2021 Round 2']","['1.07', '1.08', '2021 Round 1']",1588524685,13090
"['McCaffrey, Christian', '3.03']","['Carson, Chris', 'Beckham, Odell', '1.05', '2.03']",1588307457,13090
"['Cohen, Tarik', '2.01', '3.01', '2021 Round 1']","['Fournette, Leonard', '2.07', '3.07', '2021 Round 3']",1588287089,13090
['1.12'],['2021 Round 1'],1587243361,13090
"['2021 Round 1', '2021 Round 3']",['1.09'],1586487032,13090
"['2021 Round 1', '2021 Round 2']","['1.05', '1.09', '1.12']",1586485770,13090
['2.01'],"['Howard, Jordan']",1585602971,13090
"['Westbrook, Dede']","['Hill, Brian']",1585426093,13090
"['Carson, Chris', 'Jones, Julio']","[""Bell, Le'Veon"", 'White, James', 'Landry, Jarvis', '2021 Round 3', '2021 Round 4', '2021 Round 5', '2021 Round 5']",1599241310,46449
"['Landry, Jarvis']","['Howard, Jordan']",1598661270,46449
"['Jeffery, Alshon', '2021 Round 5']",['3.01'],1598659789,46449
"['Fuller, Will']",['3.02'],1598657943,46449
"['2021 Round 1', '2021 Round 2', '2021 Round 3']",['1.07'],1598398269,46449
"['1.04', '2021 Round 1']",['1.02'],1598065516,46449
['5.08'],"['Jones, Zay']",1589287088,31982
['2021 Round 1'],"['Gordon, Melvin']",1589208951,31982
"['4.09', '2021 Round 3']",['3.12'],1589152247,31982
"['2.10', '2021 Round 2']","['Shepard, Sterling', '4.07']",1589068562,31982
['1.02'],"['1.04', '2.04']",1588342155,31982
"['Rodgers, Aaron', 'Green, A.J.']","['Wentz, Carson', 'Woods, Robert']",1595773743,18568
"['Diggs, Stefon', '2021 Round 2']","['Godwin, Chris']",1594479342,18568
['5.05'],[],1590719242,18568
"['Watson, Deshaun', '3.10']","['Goff, Jared', '2.07', '2021 Round 1']",1590006079,18568
['2.09'],"['Davis, Corey']",1588775284,18568
"['McCaffrey, Christian', '2.05']","['Elliott, Ezekiel', 'Diggs, Stefon', 'Higbee, Tyler', '2021 Round 1']",1588723538,18568
"['1.09', '2021 Round 1']","['1.03', '2021 Round 3']",1587865458,18568
"['1.09', '3.05', '2021 Round 3']",['1.06'],1587852697,18568
"['Adams, Davante']","['1.06', '2021 Round 1']",1587658139,18568
"['1.01', '1.09']","['Hopkins, DeAndre', 'Robinson, Allen']",1587641424,18568
"['Gurley, Todd', 'Hilton, T.Y.']",['1.02'],1587640688,18568
['1.04'],"['1.08', '2021 Round 2']",1587170358,18568
"['Carson, Chris']",['1.04'],1587145253,18568
"['Hopkins, DeAndre', '1.08']","['Kamara, Alvin', '2021 Round 3']",1584675719,18568
"['Williams, Mike']","['Fuller, Kyle']",1599163280,72206
"['White, James', 'Hilton, T.Y.']","['Baker, Budda', '2021 Round 1']",1596390500,72206
"['Crowder, Jamison', '2021 Round 4']",['2021 Round 2'],1595034246,72206
"['2.12', '5.12']",['2.10'],1593995857,72206
"[""Bell, Le'Veon"", '1.10']",['1.08'],1593939412,72206
"['Jones, Julio', '3.08']","['Cousins, Kirk', '1.08']",1591347620,72206
"['Allen, Keenan']","['Mostert, Raheem', '4.09']",1591061126,72206
['1.08'],"['2.02', '3.02']",1588965117,74735
"['Rivers, Philip']","['Murray, Latavius']",1599122762,67606
"['Shepard, Sterling']","['Mostert, Raheem', '2.01']",1598547483,67606
"['Watkins, Sammy']",['3.05'],1598483694,67606
['1.04'],"['2.07', '2.11', '3.07', '3.11']",1592522572,67606
"['Cooper, Amari', 'Davis, Corey', '2021 Round 2']","['Green, A.J.', 'Hilton, T.Y.', 'David, Lavonte', '2021 Round 3']",1599549804,69355
['2.07'],"['Gordon, Melvin', '2021 Round 3']",1598626246,69355
"['Gordon, Melvin', '2021 Round 3']",['2.07'],1598625449,69355
"['Watt, T.J.']","['3.08', '3.09', '2021 Round 4']",1598491387,69355
"['Stafford, Matthew', '2.02']","['Wilson, Russell']",1597612497,69355
"['Fitzgerald, Larry']","['Milano, Matt', '3.08']",1597316125,69355
"['Samuel, Curtis', '4.09']","['2.08', '3.02']",1597192281,69355
"['Smith, Jaylon', '1.08', '2021 Round 2']","['Diggs, Stefon', 'Mathieu, Tyrann', '3.09']",1595224737,69355
"['Gilmore, Stephon']",['4.04'],1597501888,15526
"['Shepard, Sterling']","['4.02', '4.09']",1597492033,15526
"['Hilton, T.Y.']","['1.11', '2.11']",1597421303,15526
"['Cooper, Amari', 'Cunningham, Zach', '1.04', '2.04']","['McCaffrey, Christian']",1597198677,15526
['1.11'],[],1592710188,24855
"['Alexander, Kwon']",['4.06'],1592699811,24855
['4.01'],"['Jones, Marvin']",1592688857,24855
"['1.10', '3.11']",['1.09'],1592669912,24855
"['1.08', '3.08']",['1.07'],1592668487,24855
"['Johnson, David']","['1.06', '3.06']",1592664371,24855
['2.06'],"['Thielen, Adam']",1592601653,24855
"['Wilson, Russell']","['Gronkowski, Rob', 'Watt, J.J.', '1.12']",1592494170,24855
[],['2.03'],1596405688,52519
['1.10'],['1.08'],1596304944,52519
"['1.12', '2.12']","['1.05', '4.05']",1596301051,52519
['4.01'],['3.01'],1595731522,52519
"['Mixon, Joe', 'Golladay, Kenny', '1.09']","['Thomas, Michael', '1.01', '3.01']",1595731209,52519
"['Haden, Joe', '2.10', '3.03', '4.03']",['1.07'],1591742540,52519
"['2021 Round 1', '2021 Round 3']","['Martinez, Blake', 'Wagner, Bobby', 'Littleton, Cory']",1593248936,64750
"['Lewis, Dion']",['4.07'],1598661042,73301
"['Diggs, Stefon']",['1.03'],1598027429,73301
['1.12'],['1.01'],1597367040,34719
['3.12'],[],1597348184,34719
"['Breida, Matt']",['2.08'],1591825297,34719
['2.06'],['2021 Round 1'],1593198936,36435
"['1.09', '1.12', '2.12']","['Carson, Chris', 'Hunt, Kareem', '3.07']",1592507430,36435
"['Williams, Damien']",['4.05'],1590186439,58591
['3.05'],"['Pascal, Zach', '4.11']",1590173415,58591
['2.05'],"['Brown, John', '4.01']",1590169219,58591
"['Mixon, Joe', '4.02']","['Bosa, Joey', 'Smith, Jaylon', '1.09', '2.09']",1590161208,58591
['1.10'],"[""Bell, Le'Veon""]",1590157827,58591
"['Mostert, Raheem']",['3.05'],1598558536,74849
['2.07'],"['Waller, Darren']",1598537584,74849
['1.04'],"['1.10', '2.03']",1598419421,74849
"['3.04', '4.04']",['2.12'],1598302512,33374
"['2.12', '4.12']",['2.09'],1598300217,33374
"['2.10', '4.02']",['2.08'],1598299553,33374
"['Diggs, Stefon']","['2.06', '3.03', '4.03']",1598297366,33374
"['2.06', '4.06']",['2.03'],1598295455,33374
"['Brown, Malcolm', 'Thomas, Logan', '2021 Round 3']","[""Bell, Le'Veon""]",1600447714,50019
['2021 Round 4'],['5.13'],1589574952,50019
"['3.12', '2021 Round 4']","['4.14', '5.10', '2021 Round 3']",1589386474,50019
"['3.13', '4.14']",['3.11'],1589374950,50019
"['3.10', '3.12', '2021 Round 2']","['2.14', '2021 Round 5']",1589238694,50019
"['2.13', '2.14']","['2.10', '4.10', '5.10']",1589224754,50019
"['2.08', '4.06']","['Mack, Marlon', '3.10']",1589222269,50019
"['2.03', '3.05']","['2.04', '2.13']",1589142944,50019
"['2.03', '3.05']",['1.14'],1589128785,50019
['1.13'],['2021 Round 1'],1589037429,50019
"['4.13', '5.13']",['4.08'],1588440136,61398
['4.02'],"['4.06', '2021 Round 5']",1588355644,61398
['4.05'],"['Brate, Cameron', '5.07', '5.09', '5.11', '5.12']",1588341172,61398
"['3.14', '4.01']","['2021 Round 3', '2021 Round 5']",1588305917,61398
"['3.12', '4.03', '5.05']","['3.07', '4.07', '5.07']",1588293922,61398
['3.12'],"['4.12', '5.03']",1588269942,61398
"['3.11', '4.11', '5.05', '5.11']",['3.06'],1588251491,61398
"['3.08', '3.12']",['2.13'],1588212368,61398
"['Conner, James']","['2.12', '3.08', '3.12', '4.12', '5.09', '5.12']",1588211687,61398
"['1.14', '5.02']",['2021 Round 1'],1588119390,61398
['2020 Round 2'],['2021 Round 2'],1600355085,52743
['3.07'],"['Davis, Corey']",1588532233,29570
"['2.05', '2021 Round 2']",['2.01'],1588461102,29570
"['2.07', '3.07']",['2.05'],1588459209,29570
"['2022 Round 1', '2022 Round 2', '2022 Round 3']","['Ertz, Zach']",1588445214,29570
"['Collins, Jamie']","['Davis, Demario']",1596075026,30707
"['Dupree, Bud', 'Thompson, Shaq']",[],1594825530,30707
"['Landry, Jarvis']","['Schobert, Joe']",1593697417,30707
"['Cobb, Randall']",[],1593551021,30707
"['Smith, Jonnu']",[],1593550996,30707
"[""White, Tre'Davious""]",[],1593452803,30707
"['Simmons, Justin']",[],1593446718,30707
"['Carson, Chris', ""Smith, Za'Darius""]","['Robinson, Allen', 'Gronkowski, Rob', 'Wagner, Bobby']",1591728982,30707
"['Littleton, Cory']",[],1591584905,30707
"['Kelce, Travis']","['Hopkins, DeAndre', 'Doyle, Jack', '2021 Round 3', '2021 Round 5', '2021 Round 6']",1599082971,12608
[],"['6.07', '6.38']",1588958915,12608
[],"['5.51', '6.06']",1588958889,12608
[],"['5.49', '6.08']",1588958858,12608
[],"['5.46', '6.11']",1588958839,12608
[],"['5.45', '6.12']",1588958798,12608
[],"['5.41', '6.16']",1588958774,12608
[],"['5.40', '6.17']",1588958723,12608
[],"['5.39', '6.18']",1588958680,12608
[],"['5.38', '6.19']",1588958656,12608
[],"['5.36', '6.21']",1588958617,12608
"['5.35', '6.22']",[],1588958565,12608
"['5.34', '6.23']",[],1588958538,12608
"['5.30', '6.27']",[],1588958507,12608
"['5.29', '6.28']",[],1588958462,12608
"['5.26', '6.31']",[],1588958434,12608
"['5.24', '6.33']",[],1588958401,12608
"['5.22', '6.35']",[],1588958374,12608
"['5.17', '6.40']",[],1588958339,12608
"['5.47', '6.10']",[],1588958300,12608
"['5.42', '6.15']",[],1588958292,12608
[],"['5.13', '6.44']",1588958254,12608
"['5.54', '6.03']",[],1588958242,12608
[],"['5.12', '6.45']",1588958213,12608
[],"['5.11', '6.46']",1588958178,12608
[],"['5.07', '5.18', '6.39', '6.50']",1588958140,12608
[],"['5.06', '6.51']",1588958097,12608
[],"['5.05', '6.29', '6.52']",1588958071,12608
"['5.04', '6.53']",[],1588958038,12608
[],"['5.01', '5.14', '5.16', '5.31', '6.26', '6.56']",1588957385,12608
"['Ekeler, Austin', 'Ross, John', 'Reed, Jordan']","['Fournette, Leonard', 'Allison, Geronimo', 'Burton, Trey']",1586717478,12608
"['Brissett, Jacoby']","['Fuller, Will']",1582063105,12608
"['Newton, Cam', 'Samuel, Curtis']","['Goff, Jared', '2021 Round 2']",1582043414,12608
[],"['5.19', '5.25', '6.32']",1581095684,12608
[],"['5.48', '5.50', '6.09', '6.41']",1581095640,12608
[],"['5.20', '6.37', '6.43']",1581095599,12608
[],"['5.08', '6.49']",1581095546,12608
[],"['5.43', '6.14']",1581095499,12608
[],"['5.33', '6.24']",1581095453,12608
[],"['5.27', '6.30']",1581095408,12608
[],"['5.03', '6.54']",1581095368,12608
[],"['5.10', '6.47']",1581095330,12608
[],"['5.32', '6.25']",1581095270,12608
[],"['5.56', '6.01']",1581095216,12608
[],"['5.37', '6.20']",1581095078,12608
"['5.15', '6.42']",[],1581095015,12608
[],"['5.09', '5.55', '6.02', '6.48']",1581094938,12608
[],"['5.23', '6.34']",1581094864,12608
"['5.44', '5.53', '6.04', '6.13']",[],1581094837,12608
"['5.21', '6.36']",[],1581094798,12608
[],"['5.02', '6.55']",1581094717,12608
[],"['5.28', '5.52', '6.05']",1581094344,12608
"['Thomas, Michael', 'Anderson, Robby']","['Allen, Keenan', 'Henry, Derrick']",1596644491,41881
"['Ingram, Mark', 'Lockett, Tyler', '2021 Round 2']","['Fournette, Leonard']",1588666740,41881
"['Moore, David', '2020 Round 2', '2020 Round 4', '2020 Round 5']","['Ertz, Zach']",1584398115,41881
"['Jeffery, Alshon']",['3.02'],1593284535,73939
"['White, James']","['Crowder, Jamison']",1593204064,73939
"['Samuel, Curtis', '2.08', '2021 Round 3']",['2.05'],1593196050,73939
"['Jones, Aaron', '2.12']","['Golladay, Kenny', '2021 Round 3']",1593183322,73939
"['Carr, Derek']",['2.06'],1593113061,73939
"['Tannehill, Ryan', '3.08']","['Sanders, Emmanuel']",1593006832,73939
"['Bridgewater, Teddy', 'Roethlisberger, Ben', '1.04', '3.04']","['1.01', '2.01']",1593006792,73939
"['1.10', 'Jackson, DeSean']","['Green, A.J.']",1592960019,73939
"['Murray, Latavius']","['Patriots, New England', '2021 Round 2']",1596112561,43348
"['Shepard, Sterling']","['Tannehill, Ryan']",1595804276,43348
"['Landry, Jarvis', '2021 Round 2']","['1.12', '1.14']",1595800913,43348
"['Diggs, Stefon', '1.12', '1.14']",['1.02'],1593826797,43348
"['Edelman, Julian', 'Ross, John']","['2.02', '2021 Round 2']",1585623306,43348
"['2021 Round 5', '2021 Round 5']","['7.12', '7.13', '8.12', '8.13']",1592179833,48401
"['2021 Round 6', '2021 Round 7', '2021 Round 8']","['7.04', '7.07']",1592166616,48401
['5.05'],"['Hooker, Malik', '2021 Round 4']",1592018061,48401
['2.08'],['2021 Round 1'],1591756666,48401
"['1.10', '2021 Round 3']","['Hoyer, Brian', '1.14', '2021 Round 1']",1591733187,48401
"['Williams, Tyrell', ""Campbell, De'Vondre"", 'Evans, Justin', 'Johnson, John', '1.10', '5.14', '2021 Round 2']","['Winston, Jameis', '1.01']",1591628565,48401
"['Clowney, Jadeveon']",[],1591246461,48401
"['Moore, Kenny']",[],1591052334,48401
"['Pascal, Zach']",[],1590940363,48401
"['Wilson, Jarrod']",[],1590940216,48401
"['Hurns, Allen', 'Eifert, Tyler']",[],1590854053,48401
"['Walker, Anthony']","['Clark, Frank']",1590853669,48401
[],"['Humphrey, Marlon']",1590766106,48401
"['Jackson, Kareem']",[],1590766075,48401
['5.14'],"['Boswell, Chris', '7.14']",1590690366,48401
"['Ioannidis, Matt']",[],1590680574,48401
"['Williams, Marcus']",[],1590638693,48401
"['Gano, Graham']",[],1590610662,48401
"['Richardson, Sheldon']",[],1590591023,48401
"['Clark, Chuck']",[],1590555854,48401
"[""Fairbairn, Ka'imi""]",[],1590555670,48401
"['McKinney, Benardrick']",[],1590515664,48401
"['Witten, Jason']",[],1590465593,48401
"['Davis, Todd']",[],1590465568,48401
"['Simon, John']",[],1590414325,48401
"['Bell, Vonn', '6.13']",['4.06'],1590413933,48401
"['Collins, Landon']",['2021 Round 3'],1590341294,48401
"['Beasley, Cole']",[],1590302458,48401
"['Williamson, Avery']",[],1590209111,48401
"['Schobert, Joe', '3.13']",['2.12'],1590072139,48401
"['McManus, Brandon']",[],1590036264,48401
"['Boston, Tre']",[],1589951750,48401
"['Bourne, Kendrick']",[],1589950652,48401
"['Tannehill, Ryan']",[],1589903272,48401
"['Tartt, Jaquiski']",[],1589903240,48401
"['Trevathan, Danny']","['Hitchens, Anthony']",1589850451,48401
[],"['Murray, Latavius', 'Gordon, Josh']",1589809965,48401
[],"['Sanu, Mohamed']",1589809926,48401
['2021 Round 5'],['4.11'],1587250595,33405
"['Johnson, Duke', 'Miller, Lamar']","['5.01', '2021 Round 3']",1587235849,33405
"['1.10', '2.11']",['1.07'],1587126278,33405
"['Brady, Tom', '2021 Round 3']","['2021 Round 2', '2021 Round 2']",1595955612,40550
"['Conner, James', 'Lockett, Tyler', '2.10']","['Sanders, Emmanuel', '1.04', '2.02', '3.02']",1589653460,40550
"['Fournette, Leonard', '3.04']","['1.05', '3.05']",1589065668,40550
['2021 Round 1'],"['Hilton, T.Y.']",1586098388,40550
"['Williams, Mike']","['Gurley, Todd']",1584712677,40550
[],"['2.01', '3.01']",1581702894,40550
['4.07'],[],1581702792,40550
[],['5.07'],1581702737,40550
"['2.09', '3.09', '3.12']",[],1581702650,40550
"['1.09', '3.07', '3.08', '5.09']","['1.03', '5.01']",1581702553,40550
"['Davis, Corey', '2022 Round 2']","['Trubisky, Mitchell', '2021 Round 3']",1589058209,29023
"['4.04', '2021 Round 1']",['1.10'],1589058206,29023
"['3.01', '2021 Round 3']",['3.05'],1589058196,29023
['1.04'],"['1.05', '3.08']",1589047958,29023
"['Sanders, Emmanuel', 'Doyle, Jack']","['Dalton, Andy', 'Mathieu, Tyrann']",1588861407,29023
"['1.08', '2.05']",['1.05'],1588437148,29023
"['Brees, Drew', '2.02', '3.06']",['1.07'],1588436048,29023
['2.01'],['2.02'],1588434919,29023
"['2021 Round 4', '2021 Round 7', '2021 Round 7']","['Njoku, David']",1593019879,16351
['2021 Round 5'],['7.16'],1592864940,16351
"['Harris, Erik']",['7.01'],1592779769,16351
"['6.16', '2021 Round 6']",['6.10'],1592591264,16351
"['Anderson, Robby']",['6.02'],1592547229,16351
"['5.18', '6.21']","['5.12', '7.12']",1592428690,16351
"['5.12', '7.12']",['5.01'],1592358246,16351
"['2021 Round 5', '2021 Round 5', '2021 Round 5', '2021 Round 6', '2021 Round 6', '2021 Round 7']",['4.24'],1592317014,16351
"['4.24', '5.21', '2021 Round 3', '2021 Round 6']","['4.18', '5.18', '6.18']",1592265330,16351
"['Johnson, John']","['Jones, Marvin']",1592237180,16351
"['Winston, Jameis', 'Ebron, Eric']","['2021 Round 5', '2021 Round 5', '2021 Round 6']",1592159935,16351
['2021 Round 2'],"['3.25', '5.22']",1592102515,16351
"['4.16', '4.22']",['3.24'],1592086627,16351
"['3.24', '6.22']","['3.17', '7.17']",1592009422,16351
['3.16'],"['5.24', '2021 Round 2']",1592007783,16351
"['3.07', '7.07']","['3.12', '6.12']",1591979895,16351
"['Reddick, Haason']","['Lawrence, Demarcus']",1591956143,16351
['2021 Round 4'],"['Brees, Drew']",1591942069,16351
"['2.22', '2.24']",['2021 Round 1'],1591935963,16351
['6.16'],"['Collins, Jamie']",1591842479,16351
"['Davis, Demario']","['4.05', '6.21']",1591830612,16351
['2021 Round 7'],[],1591768992,16351
"['Anderson, Robby', 'Parker, DeVante', 'Njoku, David', '2021 Round 1', '2021 Round 3', '2021 Round 4']","['Adams, Davante']",1591763324,16351
"['1.24', '2021 Round 3']",['1.17'],1591747988,16351
"['2.22', '2.24', '2021 Round 1']",['1.18'],1591740424,16351
"['1.21', '3.24']",['1.16'],1591711453,16351
"['4.12', '2021 Round 1', '2021 Round 3']",['1.06'],1591665532,16351
"['Green, A.J.', '2021 Round 2']",['2021 Round 1'],1599356044,70335
"['Engram, Evan']","['Smith, Jonnu']",1596399582,70335
['2021 Round 1'],"['3.05', '3.12']",1591449679,36690
"['Cooks, Brandin', 'Stills, Kenny']","['Ingram, Mark']",1590913015,36690
"['5.03', '5.04', '5.05']",['4.04'],1589691643,36690
"['Johnson, David', 'Jones, Julio', '2.11']","['McCaffrey, Christian', '3.01']",1589439974,36690
"['6.12', '7.05', '7.12']",['2021 Round 5'],1588792116,36690
"['Hilton, T.Y.']",['3.04'],1588783611,36690
